aprovacao,data,dataHoraRegistro,descricao,id,proposicaoObjeto,siglaOrgao,uri,uriEvento,uriOrgao,uriProposicaoObjeto
0,2026-04-16,2026-04-16T11:41:16,Rejeitado o Requerimento.,2266116-130,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2266116-130,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
0,2026-04-16,2026-04-16T11:23:47,Rejeitado o Requerimento.,2266116-126,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2266116-126,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
0,2026-04-16,2026-04-16T11:10:37,Rejeitado o Requerimento.,2266116-123,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2266116-123,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-16,2026-04-16T10:44:13,"Aprovadas as Emendas do Senado Federal ao Projeto de Lei nº 7.750, de 2017.",2139808-110,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2139808-110,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-16,2026-04-16T10:41:23,"Aprovada a Redação Final, assinada pela relatora, Dep. Chris Tonietto (PL/RJ).",1198010-165,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/1198010-165,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-16,2026-04-16T10:40:21,Aprovada a Emenda de Redação.,1198010-163,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/1198010-163,https://dadosabertos.camara.leg.br/api/v2/eventos/81692,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-16,2026-04-16T10:35:18,Aprovado o Requerimento.,2616120-2,REQ 4/2026 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616120-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616120
1,2026-04-16,2026-04-16T10:35:09,Aprovado o Requerimento.,2616036-2,REQ 3/2026 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616036-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616036
1,2026-04-16,2026-04-16T10:34:55,Aprovado o Requerimento.,2616027-2,REQ 2/2026 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616027-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616027
1,2026-04-16,2026-04-16T10:34:42,Aprovado o Requerimento.,2608152-2,REQ 1/2026 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2608152-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608152
1,2026-04-16,2026-04-16T10:34:30,Aprovado o Requerimento.,2517813-2,REQ 9/2025 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2517813-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2517813
1,2026-04-16,2026-04-16T10:34:19,Aprovado o Requerimento.,2489197-2,REQ 8/2025 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2489197-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2489197
1,2026-04-16,2026-04-16T10:33:35,Aprovado o Requerimento.,2489196-2,REQ 7/2025 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2489196-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2489196
1,2026-04-16,2026-04-16T10:33:21,Aprovado o Requerimento.,2485127-2,REQ 6/2025 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2485127-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2485127
1,2026-04-16,2026-04-16T10:33:09,Aprovado o Requerimento.,2458903-2,REQ 12/2024 CEXMABRU,CEXMABRU,https://dadosabertos.camara.leg.br/api/v2/votacoes/2458903-2,https://dadosabertos.camara.leg.br/api/v2/eventos/81593,https://dadosabertos.camara.leg.br/api/v2/orgaos/539407,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2458903
1,2026-04-15,2026-04-15T21:51:26,"Aprovada a Redação Final, assinada pela relatora, Dep. Laura Carneiro (PSD/RJ).",2608575-66,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2608575-66,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:50:20,"Aprovado o Projeto de Lei Complementar nº 55, de 2026. Sim: 342; Não: 39; Total: 381.",2608575-64,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2608575-64,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:33:43,"Aprovada a Redação Final assinada pelo relator, Dep. Luiz Carlos Busato (União - RS).",2495726-51,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2495726-51,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:33:10,Aprovada a Emenda nº 1 da Comissão de Constituição e Justiça e de Cidadania.,2495726-49,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2495726-49,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:32:41,"Aprovado o Projeto de Lei nº 2.083, de 2022.",2495726-47,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2495726-47,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:27:02,"Aprovada a Redação Final, assinada pelo relator, Dep. Márcio Marinho (REPUBLIC/BA).",2334815-83,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2334815-83,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
0,2026-04-15,2026-04-15T21:26:45,Rejeitada a Emenda de Plenário.,2334815-81,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2334815-81,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:25:46,"Aprovado o Projeto de Decreto Legislativo nº 330, de 2022.",2334815-78,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2334815-78,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T21:11:20,"Aprovado o Projeto de Lei nº 4.740, de 2025.",2611097-23,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2611097-23,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T20:58:10,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 241/2023, por ter sido aprovado o REQ 2111/2026 que está apensado ao primeiro.",2426959-19,PL 1269/2024,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2426959-19,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426959
1,2026-04-15,2026-04-15T20:58:10,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 241/2023, por ter sido aprovado o REQ 2111/2026 que está apensado ao primeiro.",2354132-23,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2354132-23,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T20:58:09,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2111/2026.,2347038-57,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2347038-57,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T20:58:09,"Realizar o encaminhamento do PL-241/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2347038-56,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2347038-56,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:58:08,"Realizar o encaminhamento do PL-241/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2347038-55,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2347038-55,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:58:07,"Aprovado o requerimento nº 2111/2026,do Sr. Capitão Augusto, que solicita urgência (art. 155) para o PL 241/2023.",2426959-18,PL 1269/2024,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2426959-18,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426959
1,2026-04-15,2026-04-15T20:58:07,"Aprovado o requerimento nº 2111/2026,do Sr. Capitão Augusto, que solicita urgência (art. 155) para o PL 241/2023.",2354132-22,null,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2354132-22,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,null
1,2026-04-15,2026-04-15T20:58:05,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,2616803-6,REQ 2111/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616803-6,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616803
1,2026-04-15,2026-04-15T20:57:17,"Realizar o encaminhamento do PL-192/2026 à CPASF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2600470-18,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2600470-18,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:57:17,"Realizar o encaminhamento do PL-192/2026 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2600470-17,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2600470-17,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:57:17,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2616726-7,REQ 2109/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616726-7,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616726
1,2026-04-15,2026-04-15T20:53:16,"Realizar o encaminhamento do PL-4689/2025 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2562764-22,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2562764-22,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:53:15,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2616456-6,REQ 2097/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2616456-6,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2616456
1,2026-04-15,2026-04-15T20:52:34,"Realizar o encaminhamento do PL-3128/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2452130-30,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2452130-30,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:52:33,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,2614393-6,REQ 1966/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2614393-6,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2614393
1,2026-04-15,2026-04-15T20:48:59,"Realizar o encaminhamento do PL-4788/2025 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2565094-21,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2565094-21,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:48:58,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2613522-8,REQ 1886/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2613522-8,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2613522
1,2026-04-15,2026-04-15T20:41:21,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2610603-7,REQ 1494/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2610603-7,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2610603
1,2026-04-15,2026-04-15T20:37:14,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1845/2025, por ter sido aprovado o REQ 1392/2026 que está apensado ao primeiro.",2607169-17,PL 968/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2607169-17,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607169
1,2026-04-15,2026-04-15T20:37:14,"Aprovado o requerimento nº 1392/2026,do Sr. Carlos Jordy e outros, que solicita urgência (art. 155) para o PL 1845/2025.",2607169-16,PL 968/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2607169-16,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607169
1,2026-04-15,2026-04-15T20:37:13,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2608539-8,REQ 1392/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2608539-8,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2608539
1,2026-04-15,2026-04-15T20:29:27,"Realizar o encaminhamento do PL-3373/2025 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2535597-18,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2535597-18,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:29:27,"Realizar o encaminhamento do PL-3373/2025 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",2535597-17,null,CCP,https://dadosabertos.camara.leg.br/api/v2/votacoes/2535597-17,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,null
1,2026-04-15,2026-04-15T20:29:26,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2607669-7,REQ 1347/2026,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2607669-7,https://dadosabertos.camara.leg.br/api/v2/eventos/81658,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2607669
1,2026-04-15,2026-04-15T20:28:40,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5744/2023, por ter sido aprovado o REQ 456/2026 que está apensado ao primeiro.",2418306-22,PL 347/2024,PLEN,https://dadosabertos.camara.leg.br/api/v2/votacoes/2418306-22,null,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418306
